date,open,high,low,close,volume
2024-08-08,213.11000061035156,214.1999969482422,208.8300018310547,211.4780731201172,47161100
2024-08-09,212.10000610351562,216.77999877929688,211.97000122070312,214.38291931152344,42201600
2024-08-12,216.07000732421875,219.50999450683594,215.60000610351562,215.9114532470703,38028100
2024-08-13,219.00999450683594,221.88999938964844,219.00999450683594,219.62364196777344,44155300
2024-08-14,220.57000732421875,223.02999877929688,219.6999969482422,220.07029724121094,41960600
2024-08-15,224.60000610351562,225.35000610351562,222.75999450683594,223.0479736328125,46414000
2024-08-16,223.9199981689453,226.8300018310547,223.64999389648438,224.36807250976562,44340200
2024-08-19,225.72000122070312,225.99000549316406,223.0399932861328,224.20925903320312,40687800
2024-08-20,225.77000427246094,227.1699981689453,225.4499969482422,224.82461547851562,30299000
2024-08-21,226.52000427246094,227.97999572753906,225.0500030517578,224.7154541015625,34765500
2024-08-22,227.7899932861328,228.33999633789062,223.89999389648438,222.859375,43695300
2024-08-23,225.66000366210938,228.22000122070312,224.3300018310547,225.15220642089844,38677300
2024-08-26,226.75999450683594,227.27999877929688,223.88999938964844,225.48963928222656,30602200
2024-08-27,226.0,228.85000610351562,224.88999938964844,226.33331298828125,35934600
2024-08-28,227.9199981689453,229.86000061035156,225.67999267578125,224.80482482910156,38052200
2024-08-29,230.10000610351562,232.9199981689453,228.8800048828125,228.0802459716797,51906300
2024-08-30,230.19000244140625,230.39999389648438,227.47999572753906,227.296142578125,52990800
2024-09-03,228.5500030517578,229.0,221.1699981689453,221.11248779296875,50190600
2024-09-04,221.66000366210938,221.77999877929688,217.47999572753906,219.20677185058594,43840200
2024-09-05,221.6300048828125,225.47999572753906,221.52000427246094,220.7253875732422,36615400
2024-09-06,223.9499969482422,225.24000549316406,219.77000427246094,219.17701721191406,48423000
2024-09-09,220.82000732421875,221.27000427246094,216.7100067138672,219.2663116455078,67180000
2024-09-10,218.9199981689453,221.47999572753906,216.72999572753906,218.47227478027344,51591000
2024-09-11,221.4600067138672,223.08999633789062,217.88999938964844,221.0032958984375,44587100
2024-09-12,222.5,223.5500030517578,219.82000732421875,221.11248779296875,37455600
2024-09-13,223.5800018310547,224.0399932861328,221.91000366210938,220.84449768066406,36766600
2024-09-16,216.5399932861328,217.22000122070312,213.9199981689453,214.71046447753906,59357400
2024-09-17,215.75,216.89999389648438,214.5,215.1769561767578,45519300
2024-09-18,217.5500030517578,222.7100067138672,217.5399932861328,219.04794311523438,59894900
2024-09-19,224.99000549316406,229.82000732421875,224.6300048828125,227.16708374023438,66781300
2024-09-20,229.97000122070312,233.08999633789062,227.6199951171875,226.50205993652344,318679900
2024-09-23,227.33999633789062,229.4499969482422,225.80999755859375,224.7849578857422,54146000
2024-09-24,228.64999389648438,229.35000610351562,225.72999572753906,225.6782684326172,43556100
2024-09-25,224.92999267578125,227.2899932861328,224.02000427246094,224.6856689453125,42308700
2024-09-26,227.3000030517578,228.5,225.41000366210938,225.8271484375,36636700
2024-09-27,228.4600067138672,229.52000427246094,227.3000030517578,226.09512329101562,34026000
2024-09-30,230.0399932861328,233.0,229.64999389648438,231.266357421875,54541900
2024-10-01,229.52000427246094,229.64999389648438,223.74000549316406,224.52688598632812,63285000
2024-10-02,225.88999938964844,227.3699951171875,223.02000427246094,225.09263610839844,32880600
2024-10-03,225.13999938964844,226.80999755859375,223.32000732421875,223.99090576171875,34044200
2024-10-04,227.89999389648438,228.0,224.1300048828125,225.11248779296875,37245100
2024-10-07,224.5,225.69000244140625,221.3300018310547,220.04051208496094,39505400
2024-10-08,224.3000030517578,225.97999572753906,223.25,224.0901641845703,31855700
2024-10-09,225.22999572753906,229.75,224.8300018310547,227.83209228515625,33591100
2024-10-10,227.77999877929688,229.5,227.1699981689453,227.3358154296875,28183500
2024-10-11,229.3000030517578,229.41000366210938,227.33999633789062,225.85693359375,31759200
2024-10-14,228.6999969482422,231.72999572753906,228.60000610351562,229.57901000976562,39882100
2024-10-15,233.61000061035156,237.49000549316406,232.3699951171875,232.11004638671875,64751400
2024-10-16,231.60000610351562,232.1199951171875,229.83999633789062,230.055419921875,34082200
2024-10-17,233.42999267578125,233.85000610351562,230.52000427246094,230.4226837158203,32993800
2024-10-18,236.17999267578125,236.17999267578125,234.00999450683594,233.25148010253906,46431500
2024-10-21,234.4499969482422,236.85000610351562,234.4499969482422,234.720458984375,36254500
2024-10-22,233.88999938964844,236.22000122070312,232.60000610351562,234.10507202148438,38846600
2024-10-23,234.0800018310547,235.13999938964844,227.75999450683594,229.0430145263672,52287000
2024-10-24,229.97999572753906,230.82000732421875,228.41000366210938,228.85443115234375,31109500
2024-10-25,229.74000549316406,233.22000122070312,229.57000732421875,229.68821716308594,38802300
2024-10-28,233.32000732421875,234.72999572753906,232.5500030517578,231.6633758544922,36087100
2024-10-29,233.10000610351562,234.3300018310547,232.32000732421875,231.93138122558594,35417200
2024-10-30,232.61000061035156,233.47000122070312,229.5500030517578,228.38795471191406,47070900
2024-10-31,229.33999633789062,229.8300018310547,225.3699951171875,224.22909545898438,64370100
2024-11-01,220.97000122070312,225.35000610351562,220.27000427246094,221.25144958496094,65276700
2024-11-04,220.99000549316406,222.7899932861328,219.7100067138672,220.3581085205078,44944500
2024-11-05,221.8000030517578,223.9499969482422,221.13999938964844,221.7873992919922,28111300
2024-11-06,222.61000061035156,226.07000732421875,221.19000244140625,221.0628204345703,54561100
2024-11-07,224.6300048828125,227.8800048828125,224.57000732421875,225.7874298095703,42137700
2024-11-08,227.1699981689453,228.66000366210938,226.41000366210938,225.51913452148438,38328800
2024-11-11,225.0,225.6999969482422,221.5,222.80648803710938,42005600
2024-11-12,224.5500030517578,225.58999633789062,223.36000061035156,222.80648803710938,40398300
2024-11-13,224.00999450683594,226.64999389648438,222.75999450683594,223.69082641601562,48566200
2024-11-14,225.02000427246094,228.8699951171875,225.0,226.7711639404297,44923900
2024-11-15,226.39999389648438,226.9199981689453,224.27000427246094,223.5715789794922,47923700
2024-11-18,225.25,229.74000549316406,225.1699981689453,226.5724334716797,44633700
