date,open,high,low,close,volume
2024-08-08,523.9099731445312,531.2899780273438,521.8400268554688,518.378173828125,63276600
2024-08-09,529.8099975585938,534.510009765625,528.5599975585938,520.6640625,45619600
2024-08-12,534.2100219726562,535.72998046875,530.9500122070312,520.9376831054688,42542100
2024-08-13,536.530029296875,542.280029296875,536.280029296875,529.5048217773438,52333100
2024-08-14,542.8499755859375,544.9600219726562,540.1199951171875,531.1752319335938,42446900
2024-08-15,549.5,553.3599853515625,548.8800048828125,540.27978515625,60846800
2024-08-16,551.4199829101562,555.02001953125,551.260009765625,541.4910278320312,44430700
2024-08-19,554.72998046875,559.6099853515625,553.8599853515625,546.6685180664062,39121800
2024-08-20,559.1500244140625,560.8400268554688,557.3300170898438,545.779541015625,33732300
2024-08-21,559.77001953125,562.1099853515625,554.72998046875,547.6550903320312,41514600
2024-08-22,562.5599975585938,563.1799926757812,554.97998046875,543.3568725585938,56121500
2024-08-23,559.530029296875,563.0900268554688,557.2899780273438,549.130126953125,50639400
2024-08-26,563.1799926757812,563.9099731445312,559.0499877929688,547.8211669921875,35788600
2024-08-27,559.489990234375,562.0599975585938,558.3200073242188,548.5734252929688,32693900
2024-08-28,561.2100219726562,561.6500244140625,555.0399780273438,545.3888549804688,41066000
2024-08-29,560.3099975585938,563.6799926757812,557.1799926757812,545.4375610351562,38715200
2024-08-30,560.77001953125,564.2000122070312,557.1400146484375,550.6443481445312,62700100
2024-09-03,560.469970703125,560.8099975585938,549.510009765625,539.3126831054688,60600100
2024-09-04,550.2000122070312,554.4299926757812,549.4600219726562,538.2088623046875,47224900
2024-09-05,550.8900146484375,553.7999877929688,547.0999755859375,536.8998413085938,44264300
2024-09-06,549.9400024414062,551.5999755859375,539.4400024414062,527.8637084960938,68493800
2024-09-09,544.6500244140625,547.7100219726562,542.6799926757812,533.7736206054688,40445800
2024-09-10,548.3599853515625,549.1500244140625,543.3800048828125,536.0988159179688,36394600
2024-09-11,548.7000122070312,555.3599853515625,539.9600219726562,541.5984497070312,75248600
2024-09-12,555.010009765625,559.4000244140625,552.739990234375,546.1605834960938,51819600
2024-09-13,559.7100219726562,563.030029296875,559.4500122070312,549.012939453125,39310500
2024-09-16,561.739990234375,563.1099853515625,559.9000244140625,549.8237915039062,36656100
2024-09-17,565.0999755859375,566.5800170898438,560.7899780273438,550.0485229492188,49321000
2024-09-18,563.739990234375,568.6900024414062,560.8300170898438,548.4171752929688,59044900
2024-09-19,571.010009765625,572.8800048828125,568.0800170898438,557.7755126953125,75315500
2024-09-20,567.8400268554688,569.3099975585938,565.1699829101562,556.8114013671875,77503100
2024-09-23,569.3400268554688,570.3300170898438,568.0999755859375,558.2027587890625,44116900
2024-09-24,570.47998046875,571.3599853515625,567.5999755859375,559.7999267578125,46805700
2024-09-25,571.1400146484375,571.8900146484375,568.9099731445312,558.5653076171875,38428600
2024-09-26,574.3800048828125,574.7100219726562,569.9000244140625,560.77978515625,48336000
2024-09-27,573.3900146484375,574.219970703125,570.4199829101562,559.9664306640625,42100900
2024-09-30,570.4199829101562,574.3800048828125,568.0800170898438,562.2103881835938,63557400
2024-10-01,573.4000244140625,574.0599975585938,566.0,557.173828125,72668800
2024-10-02,567.7100219726562,569.9000244140625,565.27001953125,557.4091186523438,38097800
2024-10-03,567.3599853515625,569.7999877929688,565.489990234375,556.3900756835938,40846500
2024-10-04,572.3499755859375,573.3599853515625,568.0999755859375,561.446044921875,42939100
2024-10-07,571.2999877929688,571.9600219726562,566.6300048828125,556.3704223632812,49964700
2024-10-08,570.4199829101562,573.780029296875,569.530029296875,561.63232421875,37398700
2024-10-09,573.1599731445312,577.7100219726562,572.5499877929688,565.5224609375,37912200
2024-10-10,575.77001953125,577.5800170898438,574.489990234375,564.5327758789062,44138100
2024-10-11,576.0499877929688,580.3300170898438,575.9099731445312,567.9132080078125,42268000
2024-10-14,581.219970703125,585.27001953125,580.72998046875,572.557861328125,36217200
2024-10-15,584.5900268554688,584.9000244140625,578.5399780273438,568.1093139648438,54203600
2024-10-16,579.780029296875,582.8300170898438,578.9600219726562,570.5785522460938,30725400
2024-10-17,585.9099731445312,586.1199951171875,582.1599731445312,570.6275024414062,34393700
2024-10-18,584.0700073242188,585.3900146484375,582.5800170898438,572.8223876953125,37416800
2024-10-21,583.8499755859375,584.8499755859375,580.5999755859375,571.8817138671875,36439000
2024-10-22,581.0499877929688,584.5,580.3800048828125,571.5780639648438,34183800
2024-10-23,581.260009765625,581.7100219726562,574.4199829101562,566.3552856445312,49314600
2024-10-24,579.97998046875,580.0599975585938,576.5700073242188,567.5802001953125,34979900
2024-10-25,581.510009765625,584.4600219726562,578.0800170898438,567.384033203125,47268200
2024-10-28,582.5800170898438,582.7100219726562,580.52001953125,569.1382446289062,30174700
2024-10-29,579.8499755859375,582.9099731445312,578.4299926757812,570.0592041015625,42899700
2024-10-30,581.2899780273438,583.3200073242188,579.2899780273438,568.3346557617188,41435800
2024-10-31,575.5599975585938,575.6300048828125,568.4400024414062,557.1935424804688,60182500
2024-11-01,571.3200073242188,575.5499877929688,570.6199951171875,559.5452270507812,45667500
2024-11-04,571.1799926757812,572.5,567.8900146484375,558.3399658203125,38217000
2024-11-05,570.739990234375,576.739990234375,570.52001953125,565.09130859375,39478300
2024-11-06,589.2000122070312,591.9299926757812,585.3900146484375,579.142578125,68182000
2024-11-07,593.0800170898438,596.6500244140625,593.0,583.6206665039062,47233200
2024-11-08,596.1699829101562,599.6400146484375,596.1699829101562,586.1486206054688,46444900
2024-11-11,599.8099975585938,600.1699829101562,597.0,586.7071533203125,37586800
2024-11-12,598.6799926757812,599.2899780273438,594.3699951171875,584.8847045898438,43006100
2024-11-13,597.3699951171875,599.22998046875,594.9600219726562,585.1688232421875,47388600
2024-11-14,597.3200073242188,597.8099975585938,592.6500244140625,581.4060668945312,38904100
2024-11-15,589.719970703125,590.2000122070312,583.8599853515625,573.9591064453125,75988800
2024-11-18,586.219970703125,589.489990234375,585.3400268554688,576.3107299804688,37001700
2024-11-19,584.7100219726562,591.0399780273438,584.030029296875,578.41748046875,49412000
2024-11-20,590.3800048828125,590.7899780273438,584.6300048828125,578.6134033203125,50032600
2024-11-21,593.4000244140625,595.1199951171875,587.4500122070312,581.7196655273438,46750300
2024-11-22,593.6599731445312,596.1500244140625,593.1500244140625,583.5226440429688,38226400
2024-11-25,599.52001953125,600.8599853515625,595.2000122070312,585.5020141601562,42441400
2024-11-26,598.7999877929688,601.3300170898438,598.0700073242188,588.5592041015625,45621300
2024-11-27,600.4600219726562,600.8499755859375,597.280029296875,586.7758178710938,34000200
2024-11-29,599.6599731445312,603.3499755859375,599.3800048828125,590.4208984375,30177400
2024-12-02,602.969970703125,604.3200073242188,602.469970703125,591.4791870117188,31746000
2024-12-03,603.3900146484375,604.1599731445312,602.3400268554688,591.7534790039062,26906600
2024-12-04,605.6300048828125,607.9099731445312,604.9500122070312,595.4280395507812,42787600
2024-12-05,607.6599731445312,608.47998046875,606.2999877929688,594.4481201171875,28762200
2024-12-06,607.4400024414062,609.0700073242188,607.02001953125,595.5750122070312,31241500
2024-12-09,607.6900024414062,607.8599853515625,604.0800170898438,592.5079956054688,34742700
2024-12-10,605.3699951171875,605.7999877929688,602.1300048828125,590.6658325195312,37234500
2024-12-11,605.780029296875,608.4299926757812,605.5,595.2320556640625,28677700
2024-12-12,606.5800170898438,607.1599731445312,604.3300170898438,592.1651000976562,31543800
2024-12-13,606.4000244140625,607.1300048828125,602.8099975585938,592.0474853515625,35904700
2024-12-16,606.0,607.780029296875,605.2100219726562,594.5755004882812,43695200
2024-12-17,604.1900024414062,605.1699829101562,602.8900146484375,592.1259155273438,55773500
2024-12-18,603.97998046875,606.4099731445312,585.8900146484375,574.4784545898438,108248700
2024-12-19,591.3599853515625,593.0,585.8499755859375,574.3019409179688,85919500
2024-12-20,581.77001953125,595.75,580.9099731445312,581.199951171875,125716700
2024-12-23,590.8900146484375,595.2999877929688,587.6599731445312,584.680419921875,57635800
2024-12-24,596.0599975585938,601.3400268554688,595.469970703125,591.1791381835938,33160100
2024-12-26,599.5,602.47998046875,598.0800170898438,591.218505859375,41219100
2024-12-27,597.5399780273438,597.780029296875,590.760009765625,584.9949951171875,64969300
2024-12-30,587.8900146484375,591.739990234375,584.4099731445312,578.3193359375,56578800
2024-12-31,589.9099731445312,590.6400146484375,584.4199829101562,576.2152709960938,57052700
2025-01-02,589.3900146484375,591.1300048828125,580.5,574.799560546875,50204000
2025-01-03,587.530029296875,592.5999755859375,586.4299926757812,581.9865112304688,37888500
2025-01-06,596.27001953125,599.7000122070312,593.5999755859375,585.339111328125,47679400
2025-01-07,597.4199829101562,597.75,586.780029296875,578.7223510742188,60393100
2025-01-08,588.7000122070312,590.5800170898438,585.2000122070312,579.56787109375,47304700
